year,subject_name,question_html,option_a,option_b,option_c,option_d,correct_option
2016,Current Affairs," <p>‘SWAYAM’, an initiative of the Government of India, aims at</p>",(a)  promoting the Self Help Groups in rural areas,(b)  providing financial and technical assistance to young start-up entrepreneurs,(c)  promoting the education and health of adolescent girls,(d)  providing affordable and quality education to the citizens for free,d
2016,History of Modern India,"        <p>The Montague-Chelmsford Proposals were related to</p>
      ",(a)  social reforms,(b)  educational reforms,(c)  reforms in police administration,(d)  constitutional reforms,d
2016,Art and Culture,<p>What is/are common to the two historical places known as Ajanta and Mahabalipuram?</p><p>1. Both were built in the same period.</p><p>2. Both belong to the same religious denomination.</p><p>3. Both have rock-cut monuments.</p><p>Select the correct answer using the code given below.</p>,(a)  1 and 2 only,(b)  3 only,(c)  1 and 3 only,(d)  None of the statements given above is correct,b
2016,Economics," <p>With reference to ‘Bitcoins’, sometimes seen in the news, which of the following statements is/are correct?</p><p>1. Bitcoins are tracked by the Central Banks of the countries.</p><p>2. Anyone with a Bitcoin address can send and receive Bitcoins from anyone else with a Bitcoin address.</p><p>3. Online payments can be sent without either side knowing the identity of the other.</p><p>Select the correct answer using the code given below.</p>",(a)  1 and 2 only,(b)  2 and 3 only,(c)  3 only,"(d)  1, 2 and 3",b
2016,Current Affairs,<p>Consider the following statements:</p><p>1. New Development Bank has been set up by APEC.</p><p>2. The headquarters of New Development Bank is in Shanghai.</p><p>Which of the statements given above is/are correct?</p>,(a)  1 only,(b)  2 only,(c)  Both 1 and 2,(d)  Neither 1 nor 2,b
2016,Environment," <p>‘Gadgil Committee Report’ and ‘Kasturirangan Committee Report’, sometimes seen in the news, are related to</p>",(a)  constitutional reforms,(b)  Ganga Action Plan,(c)  linking of rivers,(d)  protection of Western Ghats,d
2016,History of Modern India,"        <p>Consider the following:</p><p>1. Calcutta Unitarian Committee</p><p>2. Tabernacle of New Dispensation</p><p>3. Indian Reform Association</p><p>Keshab Chandra Sen is associated with the establishment of which of the above?</p>
      ",(a)  1 and 3 only,(b)  2 and 3 only,(c)  3 only,"(d)  1, 2 and 3",b
2016,Current Affairs,<p>Which of the following is <strong><em>not</em></strong> a member of ‘Gulf Cooperation Council’?</p>,(a)  Iran,(b)  Saudi Arabia,(c)  Oman,(d)  Kuwait,a
2016,Economics,<p>What is/are the purpose/purposes of Government’s ‘Sovereign Gold Bond Scheme’ and ‘Gold Monetization Scheme’?</p><p>1. To bring the idle gold lying with Indian households into the economy.</p><p>2. To promote FDI in the gold and jewellery sector</p><p>3. To reduce India’s dependence on gold imports</p><p>Select the correct answer using the code given below.</p>,(a)  1 only,(b)  2 and 3 only,(c)  1 and 3 only,"(d)  1, 2 and 3",c
2016,Current Affairs,<p>‘Belt and Road Initiative’ is sometimes mentioned in the news in the context of the affairs of</p>,(a)  African Union,(b)  Brazil,(c)  European Union,(d)  China,d
2016,Current Affairs,<p>Pradhan Mantri MUDRA Yojana is aimed at</p>,(a)  bringing the small entrepreneurs into formal financial system,(b)  providing loans to poor farmers for cultivating particular crops,(c)  providing pensions to old and destitute persons,(d)  funding the voluntary organizations involved in the promotion of skill development and employment generation,a
2016,Geography,"        <p>In which of the following regions of India are shale gas resources found?</p><p>1. Cambay Basin</p><p>2. Cauvery Basin</p><p>3. Krishna-Godavari Basin</p><p>Select the correct answer using the code given below.</p>
      ",(a)  1 and 2 only,(b)  3 only,(c)  2 and 3 only,"(d)  1, 2 and 3",d
2016,Current Affairs,<p>‘Global Financial Stability Report’ is prepared by the</p>,(a)  European Central Bank,(b)  International Monetary Fund,(c)  International Bank for Reconstruction and Development,(d)  Organization for Economic Cooperation and Development,b
2017,Ancient and Medieval History,<p>Which one of the following was a very important seaport in the Kakatiya kingdom?</p>,(a) Kakinada,(b) Motupalli,(c) Machilipatnam (Masulipatnam),(d) Nelluru,b
2017,Environment," <p>With reference to ‘Global Climate Change Alliance’, which of the following statements is/are correct?</p><p>1. It is an initiative of the European Union.</p><p>2. It provides technical and financial support to targeted developing countries to integrate climate change into their development policies and budgets.</p><p>3. It is coordinated by World Resources Institute (WRI) and World Business Council for Sustainable Development (WBCSD).</p><p>Select the correct answer using the code given below:</p>",(a) 1 and 2 only,(b) 3 only,(c) 2 and 3 only,"(d) 1, 2 and 3",a
2017,Art and Culture," <p>With reference to the religious history of India, consider the following statements:</p><p>1. Sautrantika and Sammitiya were the sects of Jainism.</p><p>2. Sarvastivadin held that the constituents of phenomena were not wholly momentary, but existed forever in a latent form.</p><p>Which of the statements given above is/are correct?</p>",(a) 1 only,(b)2 only,(c)Both 1 and 2,(d) Neither 1 nor 2,b
2017,Geography,"        <p>Mediterranean Sea is a border of which of the following countries?</p><p>   1. Jordan    2. Iraq    3. Lebanon    4. SyriaSelect the correct answer using the code given below:</p>
      ","(a) 1, 2 and 3",(b) 2 and 3 only,(c) 3 and 4 only,"(d) 1, 3 and 4 only",c
2017,Current Affairs," <p>With reference to ‘National Investment and Infrastructure Fund’, which of the following statements is/are correct?</p><p>            1. It is an organ of NITI Aayog.             2. It has a corpus of Rs. 4,00,000 crore at present. Select the correct answer using the code given below:</p>",(a) 1 only,(b) 2 only,(c) Both 1 and 2,(d) Neither 1 nor 2,d
2017,Current Affairs,<p>The Global Infrastructure Facility is a/an</p>,(a) ASEAN initiative to upgrade infrastructure in Asia and financed by credit from the Asian Development Bank.,(b) World Bank collaboration that facilities the preparation and structuring of complex infrastructure Public-Private Partnership (PPPs) to enable mobilization of private sector and institutional investor capital.,(c) Collaboration among the major banks of the world working with the OECD and infrastructure projects that have the potential to mobilize private investment.,(d) UNCTAD funded initiative that seeks to finance and facilitate infrastructure development in the World.,b
2017,Polity and Governance,"         <p>For election to the Lok Sabha, a nomination paper can be filed by</p>
      ",(a) anyone residing in India.,(b) a resident of the constituency from which the election is to be contested.,(c) any citizen of India whose name appears in the electoral roll of a constituency.,(d) any citizen of India.,c
2017,Geography," <p>Consider the following statements:</p><p>        1. In India, the Himalayas are spread over five states only.          </p><p>        2. The Western Ghats are spread over five states only.          </p><p>        3. Pulicat Lake is spread over two states only.</p><p>  Which of the statements given above is/are correct?</p>",(a)1 and 2 only,(b)3 only,(c)2 and 3 only,(d)1 and 3 only,b
2017,Environment,<p>Biological Oxygen Demand (BOD) is a standard criterion for</p>,(a) Measuring oxygen levels in blood,(b) Computing oxygen levels in forest ecosystems,(c) Pollution assay in aquatic ecosystems,(d) Assessing oxygen levels in high altitude regions,c
2017,Current Affairs," <p>With reference to the role of UN-Habitat in the United Nations Programme working towards a better urban future, which of the statements is/are correct?</p><p>1. UN-Habitat has been mandated by the United Nations General Assembly to promote socially and environmentally sustainable towns and cities to provide adequate shelter for all. <br/>2. Its partners are either governments or local urban authorities only. <br/>3. UN-Habitat contributed to the overall objective of the United Nations system to reduce poverty and to promote access to safe drinking water and basic sanitation. <br/>Select the correct answer using the code given below:</p>","(a)1, 2 and 3",(b)1 and 3 only,(c)2 and 3 only,(d)1 only,b
2017,Current Affairs," <p>With reference to ‘National Skills Qualification Framework (NSQF)’, which of the statements given below is/are correct?</p><p>1. Under NSQF, a learner can acquire the certification for competency only through formal learning. <br/>2. An outcome expected from the implementation of NSQF is the mobility between vocational and general education. <br/>Select the correct answer using the code give below:</p>",(a)1 only,(b)2 only,(c)Both 1 and 2,(d) Neither 1 nor 2,b
2017,History of Modern India,"         <p>In the context of Indian history, the principle of ‘Dyarchy (diarchy)’ refers to</p>
      ",(a) Division of the central legislature into two houses.,"(b) Introductions of double government i.e., Central and Statement governments.",(c) Having two sets of rulers; one in London and another in Delhi.,(d) Division of the subjects delegated to the provinces into two categories.,d
2017,Current Affairs," <p>Consider the following in respect of ‘National Career Services’:</p><p>1. National Career Service is an initiative of the Department of Personnel and Training, Government of India. 2. National Career Service has been launched in a Mission Mode to improve the employment opportunities to uneducated youth of the country. Which of the above statements is/are correct?</p>",(a)1 only,(b)2 only,(c)Both 1 and 2,(d)Neither 1 nor 2,d
2017,Current Affairs," <p>Which of the following statements best describes the term ‘Scheme for Sustainable Structuring of Stressed Assets (S4A)’, recently seen in the news?</p>",(a) It is a procedure for considering ecological costs of developmental schemes formulated by the Government.,(b) It is a scheme of RBI for reworking the financial structure of big corporate entities facing genuine difficulties.,(c) It is a disinvestment plan of the Government regarding Central Public Sector Undertakings.,(d) It is an important provision in ‘The Insolvency and Bankruptcy Code’ recently implemented by the Government.,b
