year,subject_name,subject_id,topic,subtopic,question_html,option_a,option_b,option_c,option_d,correct_option,difficulty_level,nature,explanation_html
2000,History of Modern India,7,,, <p>The native state of Tripura became involved in the Freedom movement early in the 20<sup>th</sup> century because</p>,(a)  The kings of Tripura were always anti-British,(b)  The Bengal revolutionaries took shelter in Tripura,(c)  The tribes of the state were fiercely freedom loving,"(d)  There were already some groups fighting against the kingship ‘and its protector, the British",d,Medium,Fundamental(F),"Tripura became involved in the freedom struggle early in the 20th century because there were already some groups (Bengal revolutionary armies) who were fighting against the Kingship ‘and its protector, the British."
2000,History of Modern India,7,,," <p>After returning from South Africa, Gandhiji launched his first successful Satyagraha in</p>",(a)  Chauri-Chaura,(b)  Dandi,(c)  Champaran,(d)  Bardoli,c,Easy,Fundamental(F),"In 1915, Gandhiji returned from South Africa, and in 1917, at Champaran (Bihar) he experimented the Satyagraha to alleviate the problems of indigo cultivators."
2000,History of Modern India,7,,, <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>     List I                                                    List II</p><p>A. Chittagong Armoury Raid       1. Kalpana Dutt</p><p>B. Abhinav Bharat                         2. Guru Ram Singh</p><p>C. Anushilan Samiti                      3. Vinayak Damodar Savarkar</p><p>D. Kuka Movement                      4. Aurobindo Ghosh</p><p> </p>,"(a) A-1, B-3, C-4, D-2","(b) A-1, B-3, C-2, D-4","(c) A-3, B-1, C-2, D-4","(d) A-3, B-1, C-4, D-2",a,Difficult,tFundamental(F),"Kalpana Dutt and Preeti Lata Waddedar were associated with Chittagong Armoury Raid in 1930, under the leadership of Surya Sen. Abhinav Bharat was as revolutionary organisation founded by V.D. Savarkar in 1904, Aurobindo Ghosh was associated with Anushilan Samiti, which was founded by Sisir Kumar Ghosh in Bengal. Kuka Rebellious movement was organized by Ram Singh in Punjab in 1863."
2000,History of Modern India,7,,," <p>Match List I with List II and select the correct answer using the codes given below the lists:</p><p>         List I                                                                                                                                  List II</p><p>A. Land allotted to big feudal landlords                                                                     1. Jagirdari System</p><p>B. Land allotted to revenue farmers or rent collectors                                               2. Ryotwari System</p><p>C. Land allotted to each peasant with the right to sublet, mortgage, gift or sell        3. Mahalwari</p><p>D. Revenue settlements made at village level                                                          4. Zamindari System</p>","(a) A-1, B-3, C-2, D-4","(b) A-1, B-4, C-2, D-3","(c) A-3, B-4, C-1, D-2","(d) A-2, B-1, C-3, D-4",b,Difficult,tFundamental(F),"The system in which Land allotted to a big landlord was called Jagirdari System, (jagirdar = landlord). The system in which land allotted to revenue farmers of rent collectors (Zamindars) was Zamindari System. The land allotted to each peasant with the right to sublet, mortgage transfer, girt or sell was called as Ryotwari System, as individual farmer had the owning rights. (Mahal = Village) If revenue settlement was made at village level, then it was called as Mahalwari System."
2000,History of Modern India,7,,, <p>Assertion (A): Lord Linlithgow describe the August Movement of 1942 as the most serious revolt after the Sepoy mutiny. </p><p>Reason (R): Peasants joined the movement in large number in some places.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,a,Medium,Fundamental(F),"The Quit India Movement which was started on 8 August, 1942 had, unprecedent involvement of peasant community which made the struggle more fierce. Thus Lord Linlithgow described this movement as the most serious rebellion since Sepoy Mutiny."
2000,History of Modern India,7,,, <p>Assertion (A): The basic weakness of the early nationalist movement lay in its narrow social base. </p><p>Reason (R): It fought for the narrow interests of the social groups which joined it.</p>,(a)  Both A and R are individually true and R is the correct explanation of A,(b)  Both A and R are individually true but R is not the correct explanation of A,(c)  A is true but R is false,(d)  A is false but R is true,c,Difficult,tApplied(A),"Early nationalists fought for the rights of the common man also. The reason for narrow social base of the early Nationalist movement was, the organization in those starting days was weak and at any point the British could crush it. So, leaders confined to mere prayers and petitions."
2000,History of Modern India,7,,," <p>While delivering the presidential address, the Congress President who advocated the introduction of Roman script for Hindi language was:</p>",(a)  Mahatma Gandhi,(b)  Jawaharlal Nehru,(c)  Abul Kalam Azad,(d)  Subhash Chandra Bose,d,Medium,Fundamental(F),"It was Subhash Chandra Bose during his Presidential address in 1938, advocated the introduction of Roman Script for Hindu Language.."
2000,History of Modern India,7,,," <p>At the time of partition of India, which one of the following provinces of British India came forward with a plan for a united and independent existence?</p>",(a)  Punjab,(b) Assam,(c)  Bengal,(d)  Bihar,a,Medium,Fundamental(F),"During the Partition of India, Punjab province came forward with a plan for a United and Independent existent. But due to Sardar Vallabh Bhai Patel’s effort, Patiala and East Punjab States Union (PEPSU) became a part of Indian Union."
2000,History of Modern India,7,,, <p>The Balkan Plan for fragmentation of India was the brain–child of</p>,(a)  W. Churchill,(b)  M.A. Jinnah,(c)  Lord Mountbatten,(d)  V.P. Menon,c,Easy,Fundamental(F),"British Government authorized Lord Mountbatten to resolve the situation as early as possible. It is he who felt that the situation had deteriorated so much, that the creation of Pakistan appeared inevitable."
2000,History of Modern India,7,,, <p>Consider the following statements about the Indian National Congress:</p><p>1. Sarojini Naidu was the first woman to be the President of the Congress</p><p>2. C.R. Das was in prison when he functioned as the President of the Congress</p><p>3. The first Britisher to become the President of the Congress was Alan Octavian Hume</p><p>4. Alfred Webb was the President of the Congress in 1894 </p><p>Which of the statements given above are correct?</p>,(a)  1 and 3,(b)  2 and 4,"(c)  2, 3 and 4","(d)  1, 2, 3 and 4",b,Difficult,tFundamental(F),"Sarojini Naidu was second woman to preside over the Congress in 1925, first woman was Annie Besant in 1917, C. R. Das presided over Congress from Prison in 1921. A.O. Hume was the founder of Indian National Congress. But he never presided over the Congress. Sir Alfred Webb was the President of Madras Session of Congress in 1894."
2000,History of Modern India,7,,, <p>Which one of the following is <em><strong>NOT</strong></em> a feature of the Government of India Act of 1935 ?</p>,(a)  Diarchy at the Centre as well as in the provinces,(b)  A bicameral legislature,(c)  Provincial autonomy,(d)  An All-Indian Federation,a,Medium,Fundamental(F),"Diarchy was introduced at the centre but not in the provinces. Diarchy was introduced in the province through GOI act, 1919 but it was abolished by the GOI act, 1935."
2000,Economics,4,,, <p>Gild-edged market means</p>,(a)  Bullion market,(b)  Market of Government securities,(c)  Market of guns,(d)  Market of pure metals,b,Easy,Fundamental(F),<p>Gilt edged market means the market of Government securities. They are Gilt edged because it is certain that interest will be paid and they will be redeemed on the due date.</p>
2000,Economics,4,,," <p>In an open economy, the national income (Y) of the economy is :</p><p> (C, I, G, X, M stand for Consumption, Investment, Govt. Expenditure, total exports and total imports respectively)</p>",(a)  Y = C + I + G + X,(b)  Y = C + I + G – X + M,(c)  Y = C + I + G + (X – M),(d)  Y = C + I – G + X – M,c,Medium,Applied(A),
2000,Economics,4,,," <p>The new GDP series released by the CSO in February, 1999 is with reference to base price of </p>",(a)  1991-92,(b)  1992-93,(c)  1993-94,(d)  1994-95,c,Medium,Fundamental(F),
2000,Geography,5,,," <p>Match List I (Power Generation Plant) with List II (Feed material) and select the correct answer using the codes given below the lists :</p><p>              List I                                                                                                 List II</p><p>A. M/s Gowthami Solvents Oil Limited, Andhra Pradesh              1. Rice husk </p><p>B. M/s K.M. Sugar Mills, Uttar Pradesh.                                        2. Slaughter-house waste      </p><p>C. M/s Satia Paper Mills, Punjab.                                                  3. Distillery spent wash            </p><p>D. M/s Al Kabeer Exports Ltd., Andhra Pradesh.                          4. Black liquor  </p><p>            </p>","(a) A-3, B-1, C-2, D-4","(b) A-3, B-1, C-4, D-2","(c) A-1, B-3, C-4, D-2","(d) A-1, B-3, C-2, D-4",b,Difficult,tFundamental(F),"<p>A – 3, B – 1, C – 4, D – 2</p>"
2000,Economics,4,,, <p>The first Indian state to have its Human Development Report prepared and released by Amartya Kumar Sen in Delhi is</p>,(a)  West Bengal,(b)  Kerala,(c)  Madhya Pradesh,(d)  Andhra Pradesh,c,Medium,Fundamental(F),<p>Madhya Pradesh</p>
2000,History of Modern India,7,,," <p>That the per capita income in India was Rs. 20/- in 1867-68, was ascertained for the first time by</p>",(a)  M.G. Ranade,(b)  Sir W. Hunter,(c)  R.C. Dutta,(d)  Dadabhai Naoroji,d,Medium,Fundamental(F),"For the first time in 1867-68, Dada Bhai Naoroji had ascertained the per capita income, in his book “poverty and un-British rule in India”, as Rs. 20/-"
