q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
48,Which of the following pairs is not correctly matched?,Dhruvadas : Bhagat Namawali,Nabhadas : Bhaktamal,Raskhan : Rasik Priya,Usman : Chitrawali,U.P.P.C.S.(Pre),2018.0,c,"Exp) Option c is the correct answer.

Rasik Priya is a famous work of Acharya Keshavdas, written

in 1591 CE. It is a treatise on poetics and aesthetics, based

on the concept of rasa (sentiment or emotion). It describes
the various types of rasas and their subtypes, along with
their causes, effects, and expressions. It also gives examples
of poems that illustrate each rasa, using the characters of
Krishna and Radha as the main protagonists.
Important Tips

c Dhruvadas is the author of Bhagat Namawali, a
devotional work written in 1630 CE in Braj Bhasha
language. It gives the names and brief accounts of 252
bhaktas belonging to various sects and traditions. It is
considered a supplement to the Bhaktamal of Nabhadas
* Nabhadasis the author of Bhaktamal, a devotional poem
written in 1585 CE in Braj Bhasha language. It gives
short biographies of more than 200 bhaktas belonging
to various sects and traditions. It is considered an
important source for literary and devotional history of

northern India.
, e Chitravali was written by Usman in 1613 AD during
jahangir’s reign. He belongs to UP and was sufi by faith"
49,"Match List-I with List-II and select the correct answer using the codes given below the lists:
A.Bhimsen Kayestha      1.Chahar Chaman
B.Chandrabhan Brahman   2.Futuhat-i-Alamgiri
C.Ishwardas Nagar       3.Khulasat-ut-Tawarikh
D.Sujanrai Bhandari     4.Tarikh-i-Dilkusha
Code: 
ABCD",1 2 3 4,2 3 4 1,3 4 1 2,4 1 2 3,UPPCS (Mains),2017.0,d,"Exp) Option d is the correct answer.

The correct pairs are A-4, B-1, C-2, D-3.

Bhimsen Kayestha is the author of the book ‘Tarikh-i
_ Dilkusha’. ‘Tarikh-i Dilkusha’ is a memoir of Aurangzeb. It

was written in 1707. It was written in the Persian language.

Jadunath Sarkar translated it into the English language.

Bhimsen was a soldier and news-writer for Aurangzeb’s

campaigns into the Deccan.

Chahar-Chaman was written by Chandarbahan Brahman.

He is called as ‘the Persian-knowing Hindu’. His complete

works include lyric poems and quatrains, One of his most

important works is Chahar-Chaman, a literary and historical

work written in four chapters each of which is entitled

‘Chaman’. His language in poetry is simple and his poems

contain concepts such as love, affection, Sufism and unity of

existence which have been composed in a mystic tone.

The book Futuhat-i-Alamgiri was written by Ishwardas

Nagar who was a Mughal officer in the district of Jodhpur

for a long time. ‘This work contains some significant events

of the reign of Aurangzeb up to 1698. It also throws ample

light on the provincial rule of Malwa and Rajputana. The

Futuhat-i-Alamgirl represents the emperor as either a

champion of Islam or oppressor of Hinduism.

Khulasat-ut-Tawarikh, a chronicle in Persian language,

written by Munshi Sujan Rai Bhandari of Batala, Punjab.

The book covers the history of India from Hindushahi rulers

of the 10th and 11th centuries to the accession of Mughal

emperor Aurangzeb."
50,Who among the following was the first Persian poet to depict Indian environment in his poetry?,Amir Khusrau,Amir-Hasan,Abu Talib Kaleem,Faizi,U.P.P.C.S.(Mains),2017.0,a,"Exp) Option a is the correct answer.

Amir Khusro, the originator of the New Persia Poetry Style

Sabka-e-Hindi or Hindustani Style, used to call himself

Tuti-e-Hind ‘or’ Parrot of Hindostan “ The key element of

Amir Khusro’s creations was the invention of creations

around the Indian environment."
51,Which of the following Guru started ‘Gurumukhi’?,Guru Nanak,Guru Amardas,Guru Ramdas,Guru Angad,U.P.P.C.S.(Mains),2017.0,d,"Exp) Option d is the correct answer.

Guru Angad started the new script Gurmukhi. He is the

second of the ten Gurus of the Sikhism and led the Sikhs

after the death of Guru Nanak. Gurmukhi script became the

medium of writing the Punjabi language in which the hymns

of the Gurus are expressed."
52,"Sarga, Pratisarga, Vansa, Manvantara and Vanshanucharita are the indicators of-",Vedas,Puranas,Upanishads,Sutras,U.P.P.C.S.(Pre) (Re.Exam),2015.0,b,"Exp) Option b is the correct answer.

Sarga, Pratisarga, Vansa, Manvantaraand Vanshanucharita

are the indicators of Puranas. Matsya Purana list 5

characteristics of a Purana. These are called the Pancha

Lakshana. The topics covered by Purana are as follows:

e Sarga:- The creation of the world or Cosmogony

« Pratisarga:- Cosmogony and cosmology

« Vansa:- Genealogy of the sages, gods.

+ Manvantara:- Cosmic cycles, history of the world during

the time of one patriarch

+ Vamsanaceritecs Account of royal dynasties dynasty,
including the Chandravamubi and Suryavamshl kings
Important Tipe

Puconsw
+ The Puranas are spinly known for the intricate layers
of symbolenm depicted within thelr stories,
+ These are melnly composed primarily tn Sanskrit, but
also In Tamul and other Indian Languages.
+ Several Poranes are oomed after major Hinde deities
euch a9 Shiva, Vichng, Brahma, and Shekat.
« The Purens geare of Ittersture ts found in both Jaiaism
tnd Hindulem."
53,Which one of the following pairs is not correctly matched?,Life of Hiuen Tsang - Hui-li,The Natural History - Ptolemy,Historial Philippical - Pompeius Trogus,The Histories - Herodotus,"U.P.P.C.S, (Pre) (Re.Exam)",2015.0,b,"Bxp) Option d le the correct answer.
Natusel History 1s « work by Pliny the Elder, a Reman
author and asturelist who lived im the firet ceatery
CE. Pcolemny wes o diflerent Roma author and estronomer
who Uved in the second ceatury CE and wrote the Almagest,
a treatise of astronomy and mathematics:
Important Tips
Focts about veriows literstere:
© Life of Miven Treog le a biography of the Chinese
Buddhter monk and traveler by bie discipte Hul-ll.
© Histoctel Philippical fp @ Listory of the world by the
Roman historian Pompetus Trogus;
+ The Histories a work of anclest Greek history by
Herodotus, often called the father of history."
54,Who among the following composed poems with the penname ‘Gulrukhi??,Firuz Shah Tughlug,Bahlul Lodi,Sikandar Lodi,Ibrahim Lodi,U.P.P.C.§.(Mains),2015.0,c,"Exp) eptian « bs the correct answer.
Solem Sthender Ledl composed poems vader the pen
eame ‘“Galrekbi. He was heown for bls fondness for
Uterstoce and poetry end wrote 130 verses te the Persian
langusge. Hus patronage of learaing and scholarship during
Als reign contributed to @ renaissance of poetry and music
lo DelbL The rare musical composition “Lehdjet Sikandar
Shaht wo-lete'lf-i le-mataseh{* was c result of his Laterest tn,
(indian music. This showcased bls telents o¢ 0 scholar, post,
and supporter of the arte."
55,Who was the ‘Poet-Laureate’ of Shah Jahan’s reign?,Kaleem,Kashi,Qudsi,Munir,U.P.P.C.S.(Mains),2015.0,a,"Bap) Option a ts the correct answer.
‘The port-learcete of Sheh Johan's reign wes Kalle /
Kaleem. Ase prolific writen he wrots several books of
poctry, including the Diwan-! Kellm ead the Mescevi-d
Kali. He was also a skilled calligrapher aad patoter. Kallen
was patrocized by Shab fahen and was gtven the tile of
“Kavi-1-Sabed” o¢ “Poet Laureate’,"
56,Which of the following is the correct order of Vedic literature?,"Vedic Samhitas,Brahmanas,Aranyakas,Upanishads","Vedic.Samhitas,Upnishads,Aranyakas,Brahmanas","Vedic Samhitas,Aranyakas,Brahmanas,Upnishads","Vedic Samhitas,Vedangas,Aranyakas,Smritis",U.P.P.C.S.(Mains),2014.0,a,"Exp) Option a le the correct anewer.
‘The correct order of Vedic Hteratare te a8 follows:
© The four Vedas or Vedic Sembitas Le. the Rig, Sama,
Yejes, and Atharve, and their Sambtten.

© The Brahmanes
« The Arsnyakes
The Upenisheds
Importent Tipe

Beabmenas:

«The Brabmanas explain the hyracs of the Vedas.

4 Thay are wrttten la prose ond they elaborately describe
the varlove sacrifices aod citoals, along with their
cayotical meanings. Each Veds has several Brabroansa.

Areayaha:

«© The Aruayakes are called forest books and they deal
with mysticium, rites, rituals and sacetfkes,

© They foc the netural transition to the Upaalsheds,

© They offer the bridge between Karena marge (way of
deeds) which wes the sole concern of the Brehmenas
end the Jnana morge (way of kaowledge) which the

parishads advocated."
57,In Sangam Literature “Tolkappiyam’ is a text of-,Tamil poetry,Tamil grammar,Tamil architecture,Tamil polity,U.P.P.C.S.(Mains),2014.0,b,"Bxp} Option b le the correct answer.
In Sengem Literatare, ‘Totkapptyany’ ts a text of Tacall
gracmaz. H ls ope of the oldest Tacnll work and some In the
Tam tradition place use text In the mrythical second sangem,
vartowsly i let millennia BCE or earticr. fe was written
by Tolkepptyar, who 1s believed to have beeo « disciple of
tha sage Agesiys, The text covers varloos aspects of the
‘Tarail languege, euch a8 phonology, morphology, semantics,
s7ataz, and prosody. It also provides tnformetion about the
social and caltoral life of the asctent Tamils, such as their
customs, ethics, polity, and geography."
58,Who translated the Ramayan into ‘the Persian language in accordance with the wishes of Akbar? —,Abul Fazl,Abul Qadir Badauni,Faizi,Abdr Rahim Khan-i-Khanan,U-P.P.C.S.(Pre),2013.0,b,"Exp) Option b te the correct answer.
Abdal Qadir Badacal wes a0 Indo-Persion historian and
one of the most important writers ba the history of the
Moghel period in edie. He lived ia Besaves and studied at
Sasobhal end Agra. In 1576, be was presented to the Mughal
ttaperoe Akbes, who appointed bien to 0 religions office at
tha court and geve bin « pencion, Abdul Qadlr Bedsunl
trendated the Remeyan ond the Mababheret and msoy
Sanskrit teles end the Hinds epics in Peesisn in accordance
with the withes of Akber,"
59,Who among the following had translated ‘Hitopadesha’ into Persian?,Dara Shukoh,Paizi,Abdul Qadir Badauni,Tajul Mali,U.P.P.C.S.(Mains),2013.0,d,"Exp) Option d ls the correct anpwer,
Daring the reign of Abber, Hitcpedeshs was translated
Jote Persian by Tafel Mall under the nome of Mufarrih-al-
Qeiad.

Impertent Tips

History of Hitepsderba:

+ Narayan Vandit euthoced Hiopedesha (Book of Good
Coansete) Im the 14th century.

«¢ Btls famous for tte wisdom and It ene of the mort
popular books on cihies and polity

ee
| » It an anthology of folk wisdom that offers humorous
and profound reflections on human lives and loves |
philosophies, and follies. ;
« It uses the story-within-a-story-format, with animals
as the main characters."
60,Court Language during Mughal period was—,Arabic,Turkish,Persian,Urdu,U.P.P.C.S.(Mains),2012.0,c,"Exp) Option c is the correct answer.
Persian was the official language during Mughal Period
There was a deep and strong influence of Persian language
and culture on the Mughal rulers due to their roots traced
back to Persia and continuous diplomatic ties.
- Important Tips
Persian Language:
« Persian is an Iranian native language, which indicates
that it expanded to Afghanistan.
+ Asaresult, when the Mughal dynasty arrived in India,
they adopted Persian as well.
c Persian became the language of culture, education, and
dignity during the Mughals.
c Their policies triggered a “Persianisation” process in
which many Indian groups began to use the language
for social reasons."
61,Delhi’s education centre which was known as ‘Madarsa-e-Begum’ was established by whom?,Gulbadan Begum,Maham Anaga,Ziaunnisa,Zeenat Un nisa,U.P.P.C.S.(Mains),2012.0,b,"Exp) Option b is the correct answer.

_ Maham Anaga was foster mother of Mughal Emperor Akbar.
Together with Emperor Humayun, she established Madarsa
e - Begum in Delhi in 1561.

Important Tips
c Gulbadan Banu Begum was born to Babur and Dildar
Begum in 1523 in Afghanistan. The sister of Humayun,
she came to write about Babur and Humayun’s reign
after being persuaded by her nephew Akbar.
* Zeenat unnisa Begum, daughter of Aurangzeb was
born on 5th October 1643 in Aurangabad. She died on
| May 7th, year of 1710. She was a pious women, pursued
spiritual pursuits. She was a talented calligrapher. __"
62,Which one of the following pairs is not correctly matched?,Abdur Rehman - Hammir Raso,Chand Bardai - Prithvi Raj Raso,Jagnik - Alha-Khand,Narpati Nalh - Visal Dev Raso,U.P.P.C.S.(Mains),2010.0,a,"Exp) Option a is the correct answer.
Pair 1 is incorrectly matched: “Hammir Raso” is the
biography of Hammiradeva, the final Chauhan ruler of
Ranthambore, authored by the poet and scholar Jodharaja and
not Abdur Rehman, The book vividly portrays Hammirdeva’'s
character and his noteworthy conquests during his reign.
Pair 2 is correctly matched: “Prithvi Raj Raso” is a historical
epic composed by Chand Bardai, recounting the life and
valor of Prithviraj Chauhan, the Rajput king of Delhi. It
vividly narrates his battles, romance, and ultimate downfall.
Pair 3 is correctly matched: “Alha Khand” refers to Hindi
poetic works narrating valorous deeds of Banaphar heroes,
Alha and Udal, under king Paramardi- Deva against Prithviraj
Chauhan. Written by Jagnayak (or Jagnik), it has diverse

recensions like Mahoba Khand and Alha-khand. The work
laments Hindu kingdom decline and end, sung by bards in
northern India.
Pair 4 is correctly matched: “Bisaldev Raso,’ composed by
Narpati Nalah, is a notable Rajasthani work with historical
variations. Divided into four sections, it describes Bisaldev’s
marriage, anger-induced Odisha journey, Rajmati’s
separation, and her return. The language is Rajasthani,
not literary Hindi, with a focus on shringar ras (romantic
sentiment)."
