q_no,q_statement,a,b,c,d,exam,year,correct_option,explanation
52,The term ‘Chakla’ has been used in Medieval Indian History sources. This was-,Identical to Paragnah,Identical to Sarkar,"Territorial unit between Subah and Paragnah, but not identical to Sarkar",None of the above,U.P.P.C.S. (Pre),2018,c,"Exp) Option c is the correct answer.
In medieval India, a “Chakla” denoted a territorial sub- |
division smaller than a sarkar but larger than a parganah. |
Led by 2 chakladaar, it collected revenue from its parganahs ,
and upheld Jaw and order. A sarkar could encompass several
chaklas. This administrative unit was pivotal for revenue ,
collection and governance in the Mughal Empire."
53,"Arrange the following into chronological order and select the correct answer from the codes given below:
A. Muhammand Shah
B. Jahandar Shah
C. Alamgir Il
D. Ahmadshah
Codes:","A,C,D,B","B,A,D,C","C,A,B,D","D,B,C,A",U.P.P.C.S. (Pre),2018,b,"Exp) Option b is the correct answer.
Correct chronological order is: Jabandar Shah -
Muhammand Shah - Ahmad Shah - Alaragir II
Important Tips |
Jahandar Shah (17122-1713): Bahadur Shah was |
succeeded by his son Jahandar Shah. He was attacked and |
_ Killed by his nephew and son-in-law Farrukhsiyar. Hc had |
! three sons, one of which being Aziz-ud-Din, the Mughal |
| emperor from 1754 to 1759. He abolished jizya tax. |
| Muhammad Shah Rangile (1719-1748): After Rafi ud-
| Darajat, Muhammad Shah sat on the Mughal throne. |
‘ During his rule, Nadie Shah attacked and plundered
Delhi. He also took the Peacock Throne with himself. |
With the aid of Nizam-ui-Mulk and his father’s cousin
Muhammad Amin Khan, he was able to drive the Saiyyad
brothers from their position in around 1720. |
| Ahmad Shah (1748-54): He was the son of Kudsiya Begum |
, and Muhammad Shah Rangeela. Ahmad Shah Abdali |
lo.
frequently assaulted Delhi, and as a result, Multan and |
Punjab were given to him. Both Malwa and Bundelkhand
were taken by the Marathas. His wazir, Imad-ul-Mulk, |
| blinded him and put him in Salimgarh. :
H 1
Alamgir 3(1754-59): He was Imad-ul-Mulk’s choice to j
succeed Ahmad Shah as king and was the second son of |
Jahandar Shah. Ahmad Shah Abdali’s repeated invasions
had to be endured. During his reign, the renowned Battle
of Plassey (23 June, about 1757 Ci) was fought. The
' British East India Company was able to take control of |
| Bengal after the battle at Plassey. Imad-ul-Mulk, bis waziy, |
| killed him. ]"
54,The Maratha claim of revenue for protection is known by what name?,Sardesh Mukhi,Chauth,Abwab,Jamadani,U.P.P.C.S. (Pre),2018,b,"Exp) Option b is the correct answer,
Shivaji collected two taxes, Chauth and Sardeshmukhi, from
the adjoining territories of his empire, the Mughal provinces
and the territories of the Sultan of Bijapur. Chauth means
basically 1/4th ic 25% of gross revenuc or produce to be paid
to jagirdars of Maratha erapire from hostile ox alien state.
The Maratha claim Chaath revenue for protection of these
areas,
| fhmportant Tips |
| Sardeshmukhi means claim to i/i0th of standard land |
| revenue imposed on the entire population of the villages
or towns, Chhatrapati Shivaji’s claim of sardeshmukhi was |
linked to his claim as the ruler possessing superior rights |
over all the Deshmukhs of the area. |"
55,Which of the following systems were prevailing basis of land revenue collection in the Deccan during the reign of Akbar?,Kankut,Number of plows,Zabt,Gallabakshi,UPPCS (Pre),2017,b,"Exp) Option b is the correct answer.
During Akbar’s reign, the prevailing basis of land reven
collection in the Deccan was the Number of Plows. T!
system was a part of Akbar’s broader land revenue reforn
which standardized land measurement, ascertained produ
per Bigha of land, and fixed the state’s share in that produ:
The Akbar’s system, based on Shershah Suri’s model, aimed
ensure fairness and reduce corruption in revenue collectic
It categorized land types like Polaj, Parati, Chachar, a
Banjar, determining state shares accordingly. The syste
known as the Dahsala or Zabti System, became a standa
revenue assessment method in the Mughal Empi
including the Deccan.
| Important Tips
Akbar’s efforts to ascertain the produce per Bigha involve
categorizing land into four types:
Polaj: This was the most fertile and productive lanc¢
| consistently under cultivation and never left fallow.
| Parati or Parauti: Land in this category was temporaril
! taken out of cultivation to restore its fertility.
; Chachar: This type of land was allowed to lie fallow for
period of three to four years before being cultivated again
| Banjar: The least productive category, Banjar lan
| remained uncultivated for five years or more.
| These categorizations helped Akbar determine th
! appropriate state share of the produce, promoting effectiv
| revenue collection and land management."
56,Who among the following foreign travellers visited India during the reign of Jahangir?,Father Anthony Monserate,Francisco Pelsaert,Niccolo Manucci,Francois Bernier,U.P.P.C.S. (Pre),2017,b,"Exp) Option b is the correct answer.
Hailing from Antwerp, Francisco Pelsaert became
member of the Dutch East India Company and set sail §
India in 1618 during the rule of Jahangir. Upon his arriv
he assumed the role of a junior merchant and spent sev
years in Agra, during which he ascended to the position
a senior merchant. He wrote a detailed account of the Su
famine of 1630, which is known as The Remonstrantie.
Important Tips
Father Anthony Monserate- Visited during the reign o
Akbar from 1578-1582.
Niccolo Manucci- An Italian traveler who explored Indi:
during the reign of Aurangzeb,
| Francois Bernier- A French doctor who arrived in Indi:
| also during the reign of Aurangzeb.
| Travelers during the reign of Jahangir (Jahangir was th
fourth Mughal emperor, who ruled from 1605 to 1627):
+» Captain Hawkins (England)- 1608
° William Fisch (England)- 1611
> John Jurdan (Portugal)- 1615
« Nicholas Doughton (England)- 1616
« Nicholos Withurgton (England)- 1617

» Thomas Coryat (England)- 1616 |
¢ Sir Thomas Roe (English Ambassador)- 1615 |
‘© |.) Pietra Della Velle (Italy)- 1623
1S
s, [2 Bdward Terry (England) 1616"
57,Which city was founded by Krishnadeva Raya?,Warangal,Nagalapura,Udayagiri,Chandragiri,U.P.P.C.S. (Pre),2016,b,"c.
to Exp) Option b is the correct answer.
n. Krishnadeva Raya established the town of Nagalapura
id near Vijayanagara as a tribute to his mother, Nagla Devi.
n, Nagalapaura was a major center of trade and commerce,
‘d and it was also a center of learning and culture. The city
e, was home to many temples, palaces, and other architectural
wonders. It is a historical Site, and it is a popular tourist
destination.
| Important Tips
Some other facts related to Krishna Deva Raya:
| He constructed numerous temples, tanks, and Gopurams,
| - earning titles like Kannada Rajya Rama Ramana, Mooru |
7 Rayara Ganda, and Andhra Bhoja. :
Under his rule, literature flourished in various languages,
| leading to the golden age of Kannada literature. He
himself was skilled as a scholar, and he penned down
| works such as Madalasa Charita, Satyavadu Parinaya,
Rasamanjari, and Jambavati Kalyana."
58,Who amongst the following got Purana Quila of Delhi built in the present form?,Sher Shah Suri,Akbar,Babur,Shahjahan,"U.P.P.C.S, (Mains)",2016,a,"| Exp) Option a is the correct answer.
_ Purana Quila, one of the ancient forts in Delhi, is credited
to both the Mughal emperor Humayun and the Afghan King
Sher Shah Suri. While Humayun laid its foundation, Sher
Shah Suri continued its construction. The fort features three
a gateways and is encompassed by a broad moat connected
or to the river Yamuna. The northern gateway displays a
Ul, unique blend of Islamic pointed arch and Hindu Chattris,
mn showcasing the diverse architectural influences present in
of the fort’s design.
at"
59,Babur adopted the title of ‘Padshah’ first at-,Ferghana,Kabul,Delhi,Samarqand,U.P.P.C.S. (Mains),2015,b,"4 Exp) Option b is the correct answer.
Babur was the first Timurid ruler who assumed the title of
: Padshah after his conquest of Kabul (1507). He asserted his
superiority over the Chaghtai mughals and other ‘fimurid
| rulers. By assuming the title of Padshah, Babur claimed to be
the rightful heir to the Timurid Empire. ‘he title of Padshah
is a Persian word that means “emperor” or “king”."
60,Who of the following was not a member of Noorjahan’s Junta?,Jahangir,Ghiyas Beg,Asaf Khan,Khurram,U.P.P.C.S. (Mains),2015,a,"| Exp) Option a is the correct answer.
Nur Jahan, a powerful woman in the Mughal Empire,
| formed a group of her family members known as the “Junta”
which included Nur Jahan herself, her father Mirza Ghiyas
Beg, her brother Asaf Khan, and her stepson Khurram. The
Junta wielded significant influence over the Mughal Empire
during the reign of Jahangir, the emperor who was Nur
Jahan’s husband. They managed Jahangir and controlled all
the powers and administration of the empire."
61,Which of the following forts was not constructed in the reign of Akbar?,Red Fort of Delhi-,Agra Fort,Allahabad Fort,Lahore Fort,U.B.P.C.S. (Re. Exam) (Pre),2015,a,"Exp) Option als the correct answer,
The Red Fort of Delhi was built by Akbar’s grandson Shah
Jahan, who shified the capital from Agra to Delhi in 1638,
The Red Fort is a massive fortification that served as the
main residence of the Mughal emperors for nearly 200 years,
Tt ls also a UNESCO World Heritage Site end 9 symbol of
Indie’s heritage.

Important Tips

«© The Agra Fort wae the first fort that Akbar built
In 1565, and it was the seat of power for the Mughal
empire for about 150 years. It is also a UNESCO
World Heritage Site and one of the moat impressive
monumcets In Agra.

© The Allababed Fort was built by Akbar In 1583 at
the confluence of the Ganges and Yamuna rivers. It
was a strategic end religious site, and it also housed a
famous Akshayavate tree, where people would commit
tulcide to achieve salvation.

«© The Lahore Fort was built by Akbar in 1566, and
tt was the lacgest fort built by him. 1 was also the
residence of bis son Jahangir and his wife Nug Jaban,
who were influential rulers of the Mughel empire"
62,Which one of the following pairs is not correctly matched?,First Battle of Panipat : 1526,Battle of Khanwa : 1527,Battle of Ghaghara : 1529,Battle of Chanderi : 1530,U.P.P.C.S. (Re. Exam) (Pre),2015,d,"Exp) Option d Is the correct anawee.
The Battle of Chanderi took place In 1528 CE (not 1530).
This battle was fought between Baber and Medini Ral who
was the Rajput ruicr of Malwa. With this battle the resistance
ecross Rajputana was completely shattered. Whereas. the
Battle of Khanwa was a decisive engagement between the
Mughat forces under Bebur end the Rajput alllance wader
Rana Sanga of Mewar. The battle was fought on 16 March
127, It ended In a decisive victory for the Mughal forces
and would consolidate Babur end his descendants’ rule for
centuries to come,

Importent Tips

The Battle of Ghagbre was fought between Sultan

Mahmed Lodi (Afghan) and Babur in 1529, Mahmud

Lodhi was defeated by Babur in this battle. The Battle of

Ghaghea was the decisive battle for the Mughals in India

as It ked tu the complete control of the Mughals In North

india."
63,Who were Polygars of South India?,Ordinary Zamindars,Mahajans,Territorial Administrative and Military Governors,Newly enriched traders,U.P.P.C.S. (Re-Exam) (Pre),2015,c,"Exp) Option ¢ is the correct answer
Polygars were Influential local chieftains in South India
during the pre-colonial and early colonial era. As territoriet
adroinistrative and military governors, they goveracd
specific regions, controlling reveaue, Jaw, and armed
forces. They supported local Kings or imperial powers
and became semi-autononious after the decline of the
Vijayanagar Eeupice. They ruled regions ander Nayake
sulers of Madura end Thenjavur, governing revenue,
law, aud armed forces. The Beltish East India Company
encountered and subdued them during colouial expansion.

Importent Tips

Polygar Rebellions (1799-1805)

+ Polygars were feudal lords in parts of Southern India,
appointed as military chicfs and governors by the
Vijayanagera Empire.

« They collected taxes from cultivators, but conflicts
arose with the Eant India Company over tex collection
and control.

‘The First Polyger Wer (1799) began in Ticunelvell

district led by Kettabomme Nayak of Panchalankurich!

Palayam, who resisted British suzerainty and taxation for

7 years, Kattabomman was caught, publicly hanged, and

the eebellion was suppressed,

The Second Polygar Wae (1800-1801), slso known as the

South Indian Rebellion, involved « broader coalition of

Potygars from different regions,

«© Marodz Pandian, Dheeran Chinnamala!, Gopala
Nayak, Krishnappa Neyak, Dhoondaji, and Pazhassi
Raja Kerala Varma were part of the confederacy.

British took over direct control of Tamil Nadu through

the Carnatle Treaty of 1801, ending the authority of the

Polygars."
